Classification Name,Classification Code,Series Name,Series Code,Country Name,Country Code,2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Benin,BEN,0.035,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Bermuda,BMU,0.041,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Bhutan,BTN,0.037,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Bolivia,BOL,0.039,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Bonaire,BON,..,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Bosnia and Herzegovina,BIH,0.034,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Botswana,BWA,0.039,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Brazil,BRA,0.024,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,British Virgin Islands,VGB,0.047,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Brunei Darussalam,BRN,0.024,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Bulgaria,BGR,0.027,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Burkina Faso,BFA,0.06,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Burundi,BDI,0.036,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Cabo Verde,CPV,0.029,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Cambodia,KHM,0.041,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Cameroon,CMR,0.044,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Canada,CAN,0.027,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Cayman Islands,CYM,0.043,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Central African Republic,CAF,0.051,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Chad,TCD,0.061,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Chile,CHL,0.038,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,China,CHN,0.036,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Colombia,COL,0.051,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Comoros,COM,..,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,"Congo, Dem. Rep.",COD,0.026,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,"Congo, Rep.",COG,0.03,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Costa Rica,CRI,0.024,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Côte d'Ivoire,CIV,0.045,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Croatia,HRV,0.018,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Curacao,CUW,0.04,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Cyprus,CYP,0.028,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Czech Republic,CZE,0.026,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Denmark,DNK,0.022,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Djibouti,DJI,0.04,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Dominica,DMA,0.037,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Dominican Republic,DOM,0.051,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,East Asia & Pacific,EAS,..,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Ecuador,ECU,0.046,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,"Egypt, Arab Rep.",EGY,0.076,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,El Salvador,SLV,..,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Equatorial Guinea,GNQ,0.034,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Estonia,EST,0.027,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Eswatini,SWZ,0.045,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Ethiopia,ETH,0.061,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Europe & Central Asia,ECS,..,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Fiji,FJI,0.052,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Finland,FIN,0.03,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,France,FRA,0.022,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Gabon,GAB,0.032,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,"Gambia, The",GMB,0.056,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Germany,DEU,0.019,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Ghana,GHA,0.04,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Greece,GRC,0.032,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Grenada,GRD,0.033,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Guinea,GIN,0.049,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Guinea-Bissau,GNB,0.046,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Guyana,GUY,0.029,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Haiti,HTI,0.033,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,High income,HIC,..,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Honduras,HND,0.074,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,"Hong Kong SAR, China",HKG,0.044,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Hungary,HUN,0.027,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Iceland,ISL,0.025,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,India,IND,0.05,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Indonesia,IDN,0.031,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,"Iran, Islamic Rep.",IRN,0.055,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Iraq,IRQ,0.039,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Ireland,IRL,0.025,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Israel,ISR,0.03,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Italy,ITA,0.02,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Jamaica,JAM,0.041,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Japan,JPN,0.015,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Jordan,JOR,0.037,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Kazakhstan,KAZ,0.052,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Kenya,KEN,0.063,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,"Korea, Rep.",KOR,0.017,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Kuwait,KWT,0.051,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Kyrgyz Republic,KGZ,0.058,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Lao PDR,LAO,0.046,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Latin America & Caribbean,LCN,..,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Latvia,LVA,0.036,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Lesotho,LSO,0.039,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Liberia,LBR,0.023,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Lithuania,LTU,0.029,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Low income,LIC,..,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Lower middle income,LMC,..,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Luxembourg,LUX,0.022,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Madagascar,MDG,0.066,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Malawi,MWI,0.065,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Malaysia,MYS,0.021,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Maldives,MDV,0.028,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Mali,MLI,0.049,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Malta,MLT,0.023,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Mauritania,MRT,0.046,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Mauritius,MUS,0.03,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Mexico,MEX,0.032,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Middle East & North Africa,MEA,..,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Moldova,MDA,0.049,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Mongolia,MNG,0.037,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Montenegro,MNE,0.024,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Montserrat,MSR,0.041,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Morocco,MAR,0.044,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Mozambique,MOZ,0.063,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Myanmar,MMR,0.03,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Namibia,NAM,0.035,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Nepal,NPL,0.04,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Netherlands,NLD,0.019,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,New Zealand,NZL,0.021,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Nicaragua,NIC,0.044,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Niger,NER,0.051,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Nigeria,NGA,0.036,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,North America,NAC,..,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,North Macedonia,MKD,0.044,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Norway,NOR,0.023,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Oman,OMN,0.053,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Pakistan,PAK,0.057,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Panama,PAN,0.04,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Paraguay,PRY,0.041,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Peru,PER,0.04,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Philippines,PHL,0.052,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Poland,POL,0.031,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Portugal,PRT,0.031,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Qatar,QAT,0.03,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Romania,ROU,0.025,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Russian Federation,RUS,0.043,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Rwanda,RWA,0.073,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Sao Tome and Principe,STP,0.036,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Saudi Arabia,SAU,0.05,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Senegal,SEN,0.087,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Serbia,SRB,0.024,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Seychelles,SYC,0.024,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Sierra Leone,SLE,0.043,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Singapore,SGP,0.037,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Sint Maarten (Dutch part),SXM,0.044,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Slovak Republic,SVK,0.026,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Slovenia,SVN,0.026,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,South Africa,ZAF,0.031,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,South Asia,SAS,..,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Spain,ESP,0.02,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Sri Lanka,LKA,0.087,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,St. Kitts and Nevis,KNA,0.045,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,St. Lucia,LCA,0.063,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,St. Vincent and the Grenadines,VCT,0.055,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Sub-Saharan Africa,SSF,..,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Sudan,SDN,0.057,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Suriname,SUR,0.027,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Sweden,SWE,0.028,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Switzerland,CHE,0.027,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,"Taiwan, China",TWN,0.034,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Tajikistan,TJK,0.053,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Tanzania,TZA,0.06,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Thailand,THA,0.029,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Togo,TGO,..,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Trinidad and Tobago,TTO,0.043,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Tunisia,TUN,0.052,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Türkiye,TUR,0.044,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Turks and Caicos Islands,TCA,0.042,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Uganda,UGA,0.067,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,United Arab Emirates,ARE,0.054,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,United Kingdom,GBR,0.029,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,United States,USA,0.018,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Upper middle income,UMC,..,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Uruguay,URY,0.022,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Vietnam,VNM,0.053,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,West Bank and Gaza,PSE,0.037,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,WORLD,WLD,..,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Zambia,ZMB,0.042,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,Zimbabwe,ZWE,0.042,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for vegetables in a least-cost healthy diet,CoHD_v_prop,Albania,ALB,0.179,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for vegetables in a least-cost healthy diet,CoHD_v_prop,Algeria,DZA,0.186,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for vegetables in a least-cost healthy diet,CoHD_v_prop,Angola,AGO,0.277,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for vegetables in a least-cost healthy diet,CoHD_v_prop,Anguilla,AIA,0.274,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for vegetables in a least-cost healthy diet,CoHD_v_prop,Antigua and Barbuda,ATG,0.311,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for vegetables in a least-cost healthy diet,CoHD_v_prop,Argentina,ARG,0.21,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for vegetables in a least-cost healthy diet,CoHD_v_prop,Armenia,ARM,0.14,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for vegetables in a least-cost healthy diet,CoHD_v_prop,Aruba,ABW,0.265,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for vegetables in a least-cost healthy diet,CoHD_v_prop,Australia,AUS,0.264,..,..,..,..
Food Prices for Nutrition 1.1,FPN 1.1,Cost share for vegetables in a least-cost healthy diet,CoHD_v_prop,Austria,AUT,0.252,..,..,..,..
